id,group_id,split,role,family,audio_sha256
e04_query_a_weak_present,e04,calibration,query,weak_present,524431f9118de0dd57245bd3d65cff345f908c452f12678ae3de2dae5655a217
e04_query_a_mask_present,e04,calibration,query,mask_present,6fc7c2baef01ab3acf247e10b3fe0b0a0dd6f546107d4cec38db5755ac473011
e04_query_a_mask_absent,e04,calibration,query,mask_absent,7c03ba3702c70b9df3c9cf24c59cb2874158a1be5dff00328a6320d48236ad05
e04_query_a_merged,e04,calibration,query,merged,5ad046b96645f669a2be074d4e4f0a885be5a518fbe3b668ea0c47b1de4a6686
e04_query_a_legitimate_rest,e04,calibration,query,legitimate_rest,ed286fbaf896bff6126e388c0d273edf6eed7c125be5c545d19865e344996de4
e04_query_a_delete_transpose,e04,calibration,query,delete_transpose,31c0b48da0248fe1b2e45aef5189adcb8f8ff220f986d9573fdd3e70e48cb8b1
e04_query_a_delete_timing,e04,calibration,query,delete_timing,692e4a69b0303aa04ec4f330e4d0ba352972035bc28ee5fdbe5a1c416ff2972e
e04_query_a_delete_detune,e04,calibration,query,delete_detune,1c83ffe7a1e9d0a2f95bef118d02865cc1bf3a12abfe4f6cf7551a0c58791cfe
e04_query_b_exact,e04,calibration,query,exact,749d961d6a1a412d9490d666c2e2a86649639bd96f1f281a7aa518a113966d85
e04_query_b_transpose,e04,calibration,query,transpose,673d096993b4b5a4bb127e3ae4fdb0436c4a51925022d95da37906b760e35784
e04_query_b_detune,e04,calibration,query,detune,52d14ba28d0385a6bb96d6ea550e05dcb9b628d82dd5bf94afd14a93ddb8e72d
e04_query_b_timing,e04,calibration,query,timing,57b838bb3e0613303cf932baee4b2df1e86b144d2fcc4466303c63342f166aae
e04_query_b_delete_rest,e04,calibration,query,delete_rest,604968d480d5be0a12d45903c711372bf507d0bd82ee398b3428400f317e98b7
e04_query_b_delete_closed,e04,calibration,query,delete_closed,849a2e155cbc35b87e71bf43b9c9e2f7e3b275d8e33bd29f19df0cebc8d9efda
e04_query_b_delete_two,e04,calibration,query,delete_two,d34b0479057ca37cbdad0c95ebc4820c704b6a1dbb93cdc90185c6a93617f097
e04_query_b_substitute,e04,calibration,query,substitute,719b6b9187de8d31d4397f0035fdc0b695c5e63bf37b288aea93cc0beed45fa0
e04_query_b_insert,e04,calibration,query,insert,f1059f8e0eb60a209aca15012634794f1d0d9b59d1e4ea6de4c89da033ed97b8
e04_query_b_delete_insert,e04,calibration,query,delete_insert,8ca346ca16d061e808da4142560611f2a06cfa7d6b80212219484b360b2f086a
e04_query_b_weak_present,e04,calibration,query,weak_present,7bc7fb1e27d31075448a4374e3a4450b5861f064442638deb395af4c3faa3ccb
e04_query_b_mask_present,e04,calibration,query,mask_present,6b0ac4c4a4afdc1baa5038c303dc44aa61f41746a707f170cda386d8a20d63c5
e04_query_b_mask_absent,e04,calibration,query,mask_absent,940a45ef49685a9408354acf5e9d59ee09f3147411d977ce48a48ca3d0e55901
e04_query_b_merged,e04,calibration,query,merged,ae8df855270666491a1eec77614607db42a7190fe21e6b3be6e7b6bba330b2f1
e04_query_b_legitimate_rest,e04,calibration,query,legitimate_rest,386830277d15aa3105cbe8b53572bdd3e851817d937c85ddaba57d031dd97335
e04_query_b_delete_transpose,e04,calibration,query,delete_transpose,704405079affbcdd8ce294a5003da9943d8d30f2226679c5f6c433924784496e
e04_query_b_delete_timing,e04,calibration,query,delete_timing,c56d09d294f6983dc2b4f218ab81cb14045e8872200e099ace7eb5605aa65b5c
e04_query_b_delete_detune,e04,calibration,query,delete_detune,7946a4b787f18a7e7c0c512b3ed89615131bdfd481ed67e86138ab043f1eee50
e05_reference_a,e05,calibration,reference,base,aeafedfc4d0fbaea4b9ecd22fe24c0bf397e883cecf52105c79bdff5e4183587
e05_reference_b,e05,calibration,reference,base,a58a477e39e6b4aa4e571ded486132d5fb87cbf3ed21d5ce74ede739aece8094
e05_distractor_0,e05,calibration,distractor,base,ae53350e978c9d253f95e716a5e9cd07cdd83f231ec0f50d7f92f2ae495c87f8
e05_distractor_1,e05,calibration,distractor,base,a4ac65e692ad4c453538951ab9c84a0074271fa240ca89fab027c1e7930e5eac
e05_distractor_2,e05,calibration,distractor,base,0b59f1ee39acbfbae84ad9f6034e495ca0ec9ebbb9c562f8863c8b241ef050a0
e05_distractor_3,e05,calibration,distractor,base,a3eb70a718fe824f7cab0a11c0a672e0608229319c099570ecf3e7c604129021
e05_distractor_4,e05,calibration,distractor,base,74e50d30a6ec8c3186cfde4b59a91161fc3f8622da853dd8b0237dc88723a441
e05_distractor_5,e05,calibration,distractor,base,22fe4e657e7270de56c18e4b7a1c2653f391d2c7a64331d4cd014fba4f516b91
e05_distractor_6,e05,calibration,distractor,base,a07c8a2a47f3d85cac1b74edae12e9936855744b4ffb7c44bcef5189b171a399
e05_distractor_7,e05,calibration,distractor,base,9227d5b7c16a025b5a07ee8ca255f21909fecbac3071ad5ac7d006ee88427210
e05_twin_a,e05,calibration,twin,base,df743eb99fb4fc9366128d8b49570d0f6868b709d2ebf73fb384d43c41950eb0
e05_query_a_exact,e05,calibration,query,exact,aeafedfc4d0fbaea4b9ecd22fe24c0bf397e883cecf52105c79bdff5e4183587
e05_query_a_transpose,e05,calibration,query,transpose,f581fac7ff4e0a6ea0508e24d6cfebd8efe6efbdb275e62710833ffc36b6fef5
e05_query_a_detune,e05,calibration,query,detune,c9d92973dd8cfbc5325967803f9bb0109ddd9da2cb8318ed346d418436d693ae
e05_query_a_timing,e05,calibration,query,timing,87f3a5d7d9e9e09e13a07f5aa9a34c0e74d15cb07e953d3c2f50ebd4ee75a835
e05_query_a_delete_rest,e05,calibration,query,delete_rest,f8b658444afbe2884b1abf4a67ba69fe54acb292cfdf1719b3095ab0f6cbc395
e05_query_a_delete_closed,e05,calibration,query,delete_closed,96a2d5167bbd782b94d836c0449a5a39bc6601a3a379217b940d7bccbc43e731
e05_query_a_delete_two,e05,calibration,query,delete_two,fce3d8bf0d0fc86808d39bd481f04e2a823bd71a212f5775bb15de6711e494bc
e05_query_a_substitute,e05,calibration,query,substitute,24341b19aaef034ff808feae4c19e1318ec7d06d7d04e8420ce6014da9bbb1b9
e05_query_a_insert,e05,calibration,query,insert,6eeb705e687301c8cd684967944f34566e98fa706f9d77b2b6b8766682ef047f
e05_query_a_delete_insert,e05,calibration,query,delete_insert,f6146f939353186de1a46750ea446e0e6b5e877c97fd22fe3be9fdd873a3c1ef
e05_query_a_weak_present,e05,calibration,query,weak_present,f26a282bd445be067dceca00436406db0c5f0b5a66e7bd965e3800d99ae68910
e05_query_a_mask_present,e05,calibration,query,mask_present,d3bd69861b8e03549a354d5ef14fb0a37274d98459c9587e3b2b2777f78c631e
e05_query_a_mask_absent,e05,calibration,query,mask_absent,3065f4f6049b616bccf025379b1ab70e7a941c02056d68f0b806e9fc11b13fb5
e05_query_a_merged,e05,calibration,query,merged,537274a662f70545fac74673cbd814a4578bc9de70cd3392a105af06797f6be1
e05_query_a_legitimate_rest,e05,calibration,query,legitimate_rest,2b9c26d0515f86eda3fe621daa7ff9a2263dc3ee080362d3c4925b9ae9deef9b
e05_query_a_delete_transpose,e05,calibration,query,delete_transpose,5661168846ff109584cac7e1f7034cec720393b7cebfb3224eb58d3894e50866
e05_query_a_delete_timing,e05,calibration,query,delete_timing,d575585b9c239585c227e82e35414f3f794d9bad3c6f9914c2827db02ce092bd
e05_query_a_delete_detune,e05,calibration,query,delete_detune,7804821547081d765545772a19fd5a543e964400dcffdb3eb7f35443d4df80a4
e05_query_b_exact,e05,calibration,query,exact,a58a477e39e6b4aa4e571ded486132d5fb87cbf3ed21d5ce74ede739aece8094
e05_query_b_transpose,e05,calibration,query,transpose,4bfee5b1cc4011b8a6b71b83b619cc2db2989a17b6a5c73dde581342c0cee31e
e05_query_b_detune,e05,calibration,query,detune,8ddddccf149cd48d6285c8cd82d7f20c2cea6afed21373f2472c515500997f3a
e05_query_b_timing,e05,calibration,query,timing,80637b8cb92b6a1323c1b8f3669796b0a8054ced7a5ede6a92716787f2726cf9
e05_query_b_delete_rest,e05,calibration,query,delete_rest,7d6e11ca4b7008102a8e576b357fbb146e96b795fde9f98539c74a80a331cddb
e05_query_b_delete_closed,e05,calibration,query,delete_closed,27233ded2b5555bbdd776d99d7ae3a5783b2890d5ad059d0e156dd4f92b41064
e05_query_b_delete_two,e05,calibration,query,delete_two,aaf07d45edfb13da994e226a9cdb5ded205650c90742da5da5d0a6795a49b0b2
e05_query_b_substitute,e05,calibration,query,substitute,c1869375ca63b6d80f5631986cb6835d60eff2e94af1e6b8f4db1c7e845a622e
e05_query_b_insert,e05,calibration,query,insert,92c8ecf475402b6884f74f990dd6399ca55200c089f755a3cd1484616ab65cf5
e05_query_b_delete_insert,e05,calibration,query,delete_insert,215efa7a5c669800268959520d572bdd0a34f55b65222b43b7b903b02901ae8d
e05_query_b_weak_present,e05,calibration,query,weak_present,5a41321f8c3710498c90cca659c612d674b04709f09460b28af6a9f27493d523
e05_query_b_mask_present,e05,calibration,query,mask_present,b30a3f2db8f4c8c5f0329beb116a9f111049102181e5d745cb2c461601d776a1
e05_query_b_mask_absent,e05,calibration,query,mask_absent,58b18a16ca61ac00863b8d46c262796200dd15222b94c309622827f05f83d51a
e05_query_b_merged,e05,calibration,query,merged,1f43f6f3ea77f81fcaf464535d7fd5c32bd442885d28cc30db99ce76dc9d4a9e
e05_query_b_legitimate_rest,e05,calibration,query,legitimate_rest,aa155794328f12fd9bcddb2433098cc59339349687440aeab14b55d41925e220
e05_query_b_delete_transpose,e05,calibration,query,delete_transpose,750af7dffa1db44e3ac957211093fb0041e77db8d9cdd8eabc0c2e3649f00a50
e05_query_b_delete_timing,e05,calibration,query,delete_timing,96889fad134931869d8ccd38485644072b3002ce43cb3e5f7e8d1ed2c2ca9ada
e05_query_b_delete_detune,e05,calibration,query,delete_detune,f7896653478b39c2603dd8afe53bee3b2229116335fee261717d684d14e33bd2
e06_reference_a,e06,calibration,reference,base,d6fd15f7bd2159b68845c450940019932043bd2674bd62d0de107974f581f871
e06_reference_b,e06,calibration,reference,base,1d28f2619b95e6fbc98752721cb55ce2f987663b1745f1137d5459dd3bbdb3a8
e06_distractor_0,e06,calibration,distractor,base,bb3df54b44f1a0bcdfc792933d9b3b8e065f4be31dea59ee744146e1f5ae529e
e06_distractor_1,e06,calibration,distractor,base,4882ad4f6e7732512743076e5a324c4f00a0b5dddc1af685256103575bc948c9
e06_distractor_2,e06,calibration,distractor,base,4fb3ade52a508ab161c777e1f7761ddec345c429b74ea97232d35d06321c06db
e06_distractor_3,e06,calibration,distractor,base,383d399b3276193691e5a4ff3a1a4c8ed7738c5ce0bcec688bd6f04796a8d164
e06_distractor_4,e06,calibration,distractor,base,4d544c3ea99041805663b74d560802f756cd7a49aa9e5a64192e6bb1bd885cde
e06_distractor_5,e06,calibration,distractor,base,1b62e792512cc6dfd30d22612378dc2e4deab9f3bd726bd6a83960c2d90b4a39
e06_distractor_6,e06,calibration,distractor,base,d8b87f45b544f99d76920d51618ffd805b53f4a5e073ab9ed0941f0d0d0c15b1
e06_distractor_7,e06,calibration,distractor,base,5dcc17a0c1852135aaee2abafe2513d7af19d94a0d89271ffc12de4e62963da3
e06_twin_a,e06,calibration,twin,base,e9d307faa4e49a181007cf97a8e46ab3a0fdd4fb8534cd3a1ffa81a343defc7c
e06_query_a_exact,e06,calibration,query,exact,d6fd15f7bd2159b68845c450940019932043bd2674bd62d0de107974f581f871
e06_query_a_transpose,e06,calibration,query,transpose,ff0a8dc3d1296221eb86737ac73aa94979375ed5887fa880e3da85aa1801b084
e06_query_a_detune,e06,calibration,query,detune,be37753698f7df7c82a2a47663454a442b17b395a5c99be4ef1e72cccfecbbe6
e06_query_a_timing,e06,calibration,query,timing,84d9191d11954217b169124ff395b2ecd0125ee015b00044972c2a65dd104ccf
e06_query_a_delete_rest,e06,calibration,query,delete_rest,06372abaeed1e6b295e2015210645d2780327467aacffccbb1a8188faaf55249
e06_query_a_delete_closed,e06,calibration,query,delete_closed,e0e823c7da9e8fc735873eef40d02c7e2b18c7ae0edabae55fde5f775647aa8a
e06_query_a_delete_two,e06,calibration,query,delete_two,012094b40ff6deb844a69f0d63b0be38c1cbd70efd1a7106071d4197d436142a
e06_query_a_substitute,e06,calibration,query,substitute,10f585acb56a8fe48d7d328bb123dc6deaaf170ebff885e1ecd30901b82e9c53
e06_query_a_insert,e06,calibration,query,insert,111bb42870aab570de7943df3caee9eb703c5c885972e7913e9c64285bc6b7b0
e06_query_a_delete_insert,e06,calibration,query,delete_insert,29114f1c06670c1597be3737344d7c766ffa81307deb40b4bf1a7e224ba01f9b
e06_query_a_weak_present,e06,calibration,query,weak_present,cd4b7929ce7fedd1d00bb8fb76b1caad19a65fd094cc1a68a285ec2b03797b5a
e06_query_a_mask_present,e06,calibration,query,mask_present,413c8efa8ee285895012d6191d5b2611ee516ae97d7555ebfbd36e75502e9b17
e06_query_a_mask_absent,e06,calibration,query,mask_absent,fda068f33c4f6386792ee83b2d5e89432e3aa7eedcf8e356df62676963e5c8c7
e06_query_a_merged,e06,calibration,query,merged,bdf61d228e4b158f4ade29a0bb67a7200c06a110198653b536de142e2f27e3a2
e06_query_a_legitimate_rest,e06,calibration,query,legitimate_rest,a5d0d8f0f0e4f821e59e4da48cf7ee54690a499771d879b767434287fd9ff678
e06_query_a_delete_transpose,e06,calibration,query,delete_transpose,24cba1e9d833bacbd4538886a747ae927deee0f834e91261776634a7448e9c75
e06_query_a_delete_timing,e06,calibration,query,delete_timing,f8a0fa3de561077ddd4990ee1a09a33ba08063770e570bf28fd421384e2efb06
e06_query_a_delete_detune,e06,calibration,query,delete_detune,9b5566e9d267cb46d31922a12105d46d25d014ad182fb38f87a6a41a8de00e4f
e06_query_b_exact,e06,calibration,query,exact,1d28f2619b95e6fbc98752721cb55ce2f987663b1745f1137d5459dd3bbdb3a8
e06_query_b_transpose,e06,calibration,query,transpose,ec3d86869b9bb1efa1adfe810aaa063262a40eb5f3e596b2143fdd207c06c5c6
e06_query_b_detune,e06,calibration,query,detune,411f16e9622bfb73ff177a0099236601554f76da9fa97c93297f15fd80f28abd
e06_query_b_timing,e06,calibration,query,timing,e89366fbdf9849ec903dc98c21b310b1b2c86d347962ac8c869aac7bc673992f
e06_query_b_delete_rest,e06,calibration,query,delete_rest,0fd384a7ed96574f1b40afbcdf5ba59bce2f9223add21f89c3e317c64cba4b12
e06_query_b_delete_closed,e06,calibration,query,delete_closed,5a6fdc68031c2069b5a54780f7483a17c2d36eeb9ef36c5c605274e281a8c539
e06_query_b_delete_two,e06,calibration,query,delete_two,4cad849ae22891a5519cc97a0ecae4ba1b8717405f86b27df461057267226c04
e06_query_b_substitute,e06,calibration,query,substitute,00b49c78b7f9df9e80a798acc91006815c0610bb8e5d0c8d1dc2be0b246bbcfa
e06_query_b_insert,e06,calibration,query,insert,c850ce10d695b133cf33fbe2ae0962a68b9b84842ed67f3244a1bd172d23cfb2
e06_query_b_delete_insert,e06,calibration,query,delete_insert,1d55f8e8ce4f738512e8587f4b35ed53b8af6eb41ac46634e3f7411bd3877759
e06_query_b_weak_present,e06,calibration,query,weak_present,eb17855d9e8386937c9823319787fb7f22023ef00000800558644298e3cf11d2
e06_query_b_mask_present,e06,calibration,query,mask_present,ba774b8ee589b13aed3f97c6863c1f4257be245e9221ac751dfbe9ebaf2abd0e
e06_query_b_mask_absent,e06,calibration,query,mask_absent,3e791f61728aa2a346e04e1833a3b756ea2e36bb796d265d66a5070273a0e8a6
e06_query_b_merged,e06,calibration,query,merged,51f41d9c5b6f5054f8d7a70c10c3cf9fbde0c91fed7a7dc1d8477a8937e33cac
e06_query_b_legitimate_rest,e06,calibration,query,legitimate_rest,1d3b526829180c7a59948e3d32b594a8bb6f547c49b5f151ebb3e331e44bd7dc
e06_query_b_delete_transpose,e06,calibration,query,delete_transpose,a5385445f2cdf733843d989883eeb4c8996750453efdfe89b4c9fbbcdc1bd47b
e06_query_b_delete_timing,e06,calibration,query,delete_timing,1de7558d6a23aea0499dc1c2d92bf4ae2af13296f522c37a32edf91b606a8bfa
e06_query_b_delete_detune,e06,calibration,query,delete_detune,a9378f2fc8d4fc53544324b8009d99ed4344cbcf860c9bdeba971ea9a1b64ae8
e07_reference_a,e07,calibration,reference,base,073e74bc03b1e631fde65928b737c2a478f10743c4db3311f80a47fbf92a321b
e07_reference_b,e07,calibration,reference,base,eb30dca85fdd11a81ac214149ab34ed4f152aa38d57ff06c8273eb2b3316e049
e07_distractor_0,e07,calibration,distractor,base,b2883d648c39555567c83273bbb2509593edc87469f844a4e0ccc12f20594045
e07_distractor_1,e07,calibration,distractor,base,69619986ccf6c2bb313fc3e4fa918be9c5c1ae78783cbef5c53a78dbea75b5ad
e07_distractor_2,e07,calibration,distractor,base,9def5b0f47097b84989f8c3883aca1183438410b0bb4a656e2d7d7a71f0f0916
e07_distractor_3,e07,calibration,distractor,base,f14b88e39b4fb9c7b6fc28312f7250985854dbdf500ccc30cba6fbcec9c46d62
e07_distractor_4,e07,calibration,distractor,base,6ac844bc5442bba3d1fa412a9fd40f19914d186c9200fd79cf91a20ec66123d8
e07_distractor_5,e07,calibration,distractor,base,646152f37b50e60f1fd25a4c43889d236c98a72cbfdd35f07ee719c53c3bf140
e07_distractor_6,e07,calibration,distractor,base,b4a2f7d1d441c81a65e79932fd3b03a562014c1e1cdf1c456ae0b2662c4cc25a
e07_distractor_7,e07,calibration,distractor,base,07e5f824102ee7ce37e2eba3202ce6feb8a8e9a81d337382d0f88704bfaad964
e07_twin_a,e07,calibration,twin,base,14082cbe0e598db076a42acb7702238b8d6c49581218f92f184ea9a1b6ff0b7c
e07_query_a_exact,e07,calibration,query,exact,073e74bc03b1e631fde65928b737c2a478f10743c4db3311f80a47fbf92a321b
e07_query_a_transpose,e07,calibration,query,transpose,f9649569b6f0b98ab0c01fd831f90286f0b74bdd5bc3c9586825d65ec841b5ca
e07_query_a_detune,e07,calibration,query,detune,0778f9a83d90ca9f726c6217c49435040af84cf20bf638fe9b299c907ca746d2
e07_query_a_timing,e07,calibration,query,timing,bdae9c8a4f79ba4392a590a22466ea2887b323a8b223cb8e10c2b6f3f23c0dfa
e07_query_a_delete_rest,e07,calibration,query,delete_rest,c8db290948d757374dec6f0c0b39507449735f96825493c4ca8bc4e9f34939bc
e07_query_a_delete_closed,e07,calibration,query,delete_closed,2f3b3074852024baef3f38d38dfdc8534c580e9bf5a13ea3fbcc59338e15fd94
e07_query_a_delete_two,e07,calibration,query,delete_two,65a4e95543f86e48599862aceee68dc2d6769b748be301e1c237875af266adfc
e07_query_a_substitute,e07,calibration,query,substitute,138ac0549ef0c0f5ee2c324d6e54ecde6f02c95220edb159297f3fef1dd057e5
e07_query_a_insert,e07,calibration,query,insert,2851fa02da4467a06d2e27e1b358621bbe19820a1d3aa2cd66cb5f2d74fed8b9
e07_query_a_delete_insert,e07,calibration,query,delete_insert,8abf81cfad776e4f0d8aac58e791095cc4ec4bddf82e252a9070f7accd358a6c
e07_query_a_weak_present,e07,calibration,query,weak_present,27d7797183cbaeb90b45bf4929f79eebedc1b09c8c42dc36598125de8ef0ac32
e07_query_a_mask_present,e07,calibration,query,mask_present,2323bd6ca6d3250c8721a013e43b246f7250827cfa9017824325244a9d7451dc
e07_query_a_mask_absent,e07,calibration,query,mask_absent,5aa73eccf10b58115d97c3d6ca4709b42f95aaa3f12b975726731b0b946fd115
e07_query_a_merged,e07,calibration,query,merged,8343bda35dbab3ddd9c66ccad24dab4c5a8f1c8d9cfac1f5156b1e7596c47b9d
e07_query_a_legitimate_rest,e07,calibration,query,legitimate_rest,422aa6675eea235f87e72e13bb295d93f7f9f36aa4e53067b6b2f8ed7959fa90
e07_query_a_delete_transpose,e07,calibration,query,delete_transpose,7629df701a9bd63850751adec57928edceebb329d82adb418f8529b73ed756ff
e07_query_a_delete_timing,e07,calibration,query,delete_timing,18f334fe7f41feabd91b56da1b3284eb7328df9498b2867ddd537b1fed1b67eb
e07_query_a_delete_detune,e07,calibration,query,delete_detune,383e137baa600e83f8b93222e812a351347f001a3d822c99c2c37684e61cc5d6
e07_query_b_exact,e07,calibration,query,exact,eb30dca85fdd11a81ac214149ab34ed4f152aa38d57ff06c8273eb2b3316e049
e07_query_b_transpose,e07,calibration,query,transpose,7bde2e0bbfbdd88f000fcacd8223183dfb4a4c6b37254027784616c33eea0beb
e07_query_b_detune,e07,calibration,query,detune,ff571d230d2567340ead202c4c0fe1e7f1f67c3df97d95c285d1c3187b4881f4
e07_query_b_timing,e07,calibration,query,timing,35524176185121cd991556fe5229533b408cc1754f26fdf45fc3e34a440d0238
e07_query_b_delete_rest,e07,calibration,query,delete_rest,a7a0541cbd139e9c181edb116607cf6589ba15e2df8c33d51d2d4f06f099377a
e07_query_b_delete_closed,e07,calibration,query,delete_closed,2b528b7a9b410e7b877a786d95d52f590af326fd50f86a210ffcaa218b868491
e07_query_b_delete_two,e07,calibration,query,delete_two,74675b4c76266d33c1c540259c3cfbe1d6f5352f97af19a7dd508adcd7f35a73
e07_query_b_substitute,e07,calibration,query,substitute,7d6f497a3cb54bdd62782caa3c63c5ddd6a8a770859c5c082e73c59b69fc5bf2
e07_query_b_insert,e07,calibration,query,insert,97cfdf93389514755a365744a9bb4a5d04909063dd89d964e8ee482aef0c6fe6
e07_query_b_delete_insert,e07,calibration,query,delete_insert,a8bca5e89672083a2aae1c6e8d02f361e74ffc37d0490cd3bebae28fe38b34e0
e07_query_b_weak_present,e07,calibration,query,weak_present,1c66f3100376206411b80fbc94eaa514ceb41d151bc7e4500749a7f2bbfce6e2
e07_query_b_mask_present,e07,calibration,query,mask_present,643ec683c488a32ee4747d35bdd1574f5e73efcc9a45aff0e236d00e40595b7d
e07_query_b_mask_absent,e07,calibration,query,mask_absent,fcc72977b44e40d6a2fbbf7cd5e859c9fc9420d11de4afa51f76d3a3a5a5f563
e07_query_b_merged,e07,calibration,query,merged,9459fce5c263b2f0417361bd6f495d73fe5062166c129bf10bc74f5056d06a6c
e07_query_b_legitimate_rest,e07,calibration,query,legitimate_rest,31564d9eaf7465eaf5306251dbd359b2dfb4be6df802127c6ce07e184cb16dcc
e07_query_b_delete_transpose,e07,calibration,query,delete_transpose,35a09d21dfe332e1bcdb27a120d047c802ac034e957022f68d9dce57dc909046
e07_query_b_delete_timing,e07,calibration,query,delete_timing,622597b3c2b7d62d7cc02677900032cec45640f0c6b9ee793a9c5d7fd395902c
e07_query_b_delete_detune,e07,calibration,query,delete_detune,425184968e2f97b2019163b4d4088a036cc4b54a6bcab584c6a0988b15966484
e08_reference_a,e08,held_out,reference,base,63cbcdcd586c71762895cf3d2f2fc2c942111241c360227fd9af875d400b3900
e08_reference_b,e08,held_out,reference,base,959259993cfc6e57a6cc4737e240a3e15a23c6ec016b960d847ead1fd2822423
e08_distractor_0,e08,held_out,distractor,base,2eed9870a7d6e1effd1a137693ede22328d16b1091ec19a45c07a5a378367c3f
e08_distractor_1,e08,held_out,distractor,base,f10bf4a2c4cc8785ded2073f43e9779d0a0d2563ff6aa9763a682041afa72474
e08_distractor_2,e08,held_out,distractor,base,0ad7c44c4bc2c18f50f683e269f51e975712af98a38d1f92176d205755cf25ed
e08_distractor_3,e08,held_out,distractor,base,6040d33f6060a0b7245a08ab1c395b46655aec676f2e4d5ef1329ccd0c927120
e08_distractor_4,e08,held_out,distractor,base,1cfbc4a4efe2e4bbe06a8409b5cf9f46eb65dcc9d54a7ad564eb48197ef66776
e08_distractor_5,e08,held_out,distractor,base,b7ad981cb00cd402a100389a1066e62b046af0101e2eb3323dc32b8ece35197d
e08_distractor_6,e08,held_out,distractor,base,552162d2f0d108675b63f471ca25b2f7317d2648b9dc7907a918f93f6da5c34a
e08_distractor_7,e08,held_out,distractor,base,f716fd5661cae81fe196f1ce99a6518222ca782e70c96e0e5b1c62aa26a9e829
e08_twin_a,e08,held_out,twin,base,f7ef35c7c495249d4b90828b3d77ebb1cd35a1dba397e03ede2ffab65afd611b
e08_query_a_exact,e08,held_out,query,exact,63cbcdcd586c71762895cf3d2f2fc2c942111241c360227fd9af875d400b3900
e08_query_a_transpose,e08,held_out,query,transpose,764de6fc5ff7f8bece819b52970214db536760ce313ebb1a8fe944e7c5e4f14e
e08_query_a_detune,e08,held_out,query,detune,c952bfdd60e88f52c3522bbd8803a99c35053d34f74c7c382ef4b892348528ce
e08_query_a_timing,e08,held_out,query,timing,4daa1b53d0ffcd69c7910156f05ea54839f705c24e189720658c0cbe6d1e5647
e08_query_a_delete_rest,e08,held_out,query,delete_rest,ffcae0d060fe7814ff36a7325975afb75a5945408365cb433f92b2ec26c01e7d
e08_query_a_delete_closed,e08,held_out,query,delete_closed,0111a43e680ea438175d6b4d6f08e9bc18746b58790102bfa5feae563dc9f8af
e08_query_a_delete_two,e08,held_out,query,delete_two,25cf923ce1e9af31aeed573e37722ed7eb0017413adbbebe802fe684b74f5089
e08_query_a_substitute,e08,held_out,query,substitute,55a29d69164c02eb61bc6f62a6e36f674f7101a48d56a12593068d205d065946
e08_query_a_insert,e08,held_out,query,insert,eb0965c00cbbd63bc4245aa255990be11a505597d41fb174af37fed6165380d1
e08_query_a_delete_insert,e08,held_out,query,delete_insert,66a0ee9b96371405e9ae844f19eb98cb41daa731d98b1ef74656f4feb016a1b8
e08_query_a_weak_present,e08,held_out,query,weak_present,f65dd7074cc38ac6409345ea29f9849e3f3a988afd45fcdc680f7ebca8fb4e3f
e08_query_a_mask_present,e08,held_out,query,mask_present,fb154f5194a3b5c3bc3a97b534960e0c4f640ed5292d6b202be946806893908a
e08_query_a_mask_absent,e08,held_out,query,mask_absent,415e1e9b5bc5881ab76df13453a104223c2104d298b8ae1256cec0a7c94cca54
e08_query_a_merged,e08,held_out,query,merged,5b07a21dc0e4162c728cb1e63d5db3cb4f159266b7d0b47928a359fb6753a40d
e08_query_a_legitimate_rest,e08,held_out,query,legitimate_rest,18d9b2456e251acfa5845f2ee47d24c18c89b6d7808bd644caa3637da22360e5
e08_query_a_delete_transpose,e08,held_out,query,delete_transpose,fa24526fae78b31d3afb9a0f52961ce97d5f1f8f9c8169c880261c24e038bb67
e08_query_a_delete_timing,e08,held_out,query,delete_timing,30daeb5d8b3804692ce51b738fb12d2746958dffcd6e8ccf167013ff57f8831f
e08_query_a_delete_detune,e08,held_out,query,delete_detune,f8bbec6d8f73be1a442d26d1d3ca53765a10f252e2f85b7553a03c5db2aa5c2e
e08_query_b_exact,e08,held_out,query,exact,959259993cfc6e57a6cc4737e240a3e15a23c6ec016b960d847ead1fd2822423
e08_query_b_transpose,e08,held_out,query,transpose,e580d0f87fd700a5d6c8866b9ab85874df44494ea8e8a6cabede98f823a1815b
e08_query_b_detune,e08,held_out,query,detune,77fd607de4f91d733d52dd9c86f9e72043e1e0d215cac0e7e351bc74b802215b
e08_query_b_timing,e08,held_out,query,timing,54db8fe7fd9545164fd53c2d7dbdea0ea28742abdfd1ae2d3d51c0f683d53471
e08_query_b_delete_rest,e08,held_out,query,delete_rest,ba47382cf63bfb9f4e87cfeab6c56ad4227ed71f31cd095e7b462c0db70ea43a
e08_query_b_delete_closed,e08,held_out,query,delete_closed,31e84f1f3c2bd744fd0835ac4e8b1516e952b7568cb3f8a546d505e6483e676e
e08_query_b_delete_two,e08,held_out,query,delete_two,d4756085fccc714957a6c9c58f45f26376a2336c5e0210ebaeea38d566c8897f
e08_query_b_substitute,e08,held_out,query,substitute,b1af7f48bfde5644566d675d7382681c1d8f76232d720af8a1397a30d9edccb1
e08_query_b_insert,e08,held_out,query,insert,08e9f9f17eaa83dfe8ec1444ce8643489a330a8547e45ddeb203f0d03c3f8106
e08_query_b_delete_insert,e08,held_out,query,delete_insert,6848bd9f1315725db532b437670c88c3cdb6c7550aed73b02784882e8014c660
